Rate,Seller,Comment
5,CEPTELEFONU.ONLİNE,Hızlı kargo ve ilginiz için teşekkür ederim🙏
5,Gürgençler Apple Yetkili Satıcı,on numara beş yıldız Teşekkürler Trendyol
5,Trendyol,Sağlam geldi sorun yaşamadım
5,Teknosa,"Elime sorunsuz bir şekilde ulaştı, telefon çok hoş duruyor. Hızı harika ve kamerası gerçekten iyi fotoğraflar ortaya koyuyor. Birkaç günde elime ulaştı, paket gayet sağlam hasar almadan geldi. Android telefondan geçiş yaptım ve kurulumu kendim kolaylıkla hallettim. Alacak olan herkese şimdiden hayırlı olsun."
5,Trendyol,ürünü 21.700 tl iken aldım yorum yapmak için biraz kullanmayı bekledim. tek diyeceğim şey daha da zam gelmeden alın apple kalitesi bambaşka birşey.
5,Trendyol,Gayet güzel
5,TekCep,Baldan iyi
5,Trendyol,Apple kullanan bilir harika fiyat
5,Trendyol,Hızlı teslimat. Teşekkürler 🙏
5,Trendyol,Güvenilir satış
5,Harcabitmez,Zam gelmeden bir kaç saat önce aldığım için memnunum. Telefon sandığımdan daha hafif.
5,Trendyol,Çok kısa sürede elime ulaştı.Teşekkür ederim
5,Trendyol,Çok beğendim
5,HIZLIALTEKNOLOJI,Harika çok memnun kaldım
5,HIZLIALTEKNOLOJI,ürün çok güzel :)
3,Nasa İletişim,çok pahalı
5,Trendyol,Bir ürün ancak bu kadar klas durabilir
5,Trendyol,Seçim öncesi bir kaç gün önce aldım. İki aydır çok severek kullanıyorum. iPhonedan şaşmamak lazım
5,Aksaray İletişim,Güzellllll
5,Trendyol,Ürün sorunsuz elimize ulaştı.
5,Trendyol,güzel cihaz teşekkür
5,ElektronikFırsatı,kızıma doğumgünü hediyesi olarak aldık hızlı kargo zamanında teslim
5,Mobifon,urun kaliteli. kargo hizli.
5,Nasa İletişim,"Süper hızlı kargo , güvenilir satıcı"
5,Ümran Tİcaret ,Sorunsuz geldi
5,KimSatar,Hızlı ve güvenli
5,Nasa İletişim,Tereddüt etmeden alınır gerçekten harika
5,Trendyol,Çok beğendim
5,Nasa İletişim,HIZLI TESLİMAT İÇİN TEŞEKKÜRLER
5,mobilePlus,"her şeyiyle mükemmel bir çalışma, ayrıca hediye için teşekkürler..."
5,Troy Apple Yetkili Satıcı,Telefona diyecek hiçbir şey yok. Bir de Troy güvencesiyle en uygun fiyata alınca harika !
5,Trendyol,ürün çok güzel hızlı teslimat yapıldi teşekkürler
5,Trendyol,İlk defa iPhone aldım gerçekten premium hissettiriyor 👍
5,Trendyol,cok hızlı kargo
5,Ümran Tİcaret ,I phone daha ne diyebilirim ki kargo çok hızlıydı teşekkürler
5,E X E N,Hızlı kargo güvenilir satıcı
5,IŞIKCELL SANAL,Sağlam sarılmış güzel cihaz
5,TekCep,İndirimleri takip ederek aldım herhangi bir sorun da yaşamadım
5,Trendyol,Çok iyi makina
5,MediaMarkt,İndirimde 27 bin e aldım iyi ki almışım muhteşem
4,Trendyol,Memnunum keşke bu kadar fiyatları artmasaydı hızlı teslimat
5,Trendyol,2 günde elime ulaştı gayet sağlam düzgün çok güzel
5,Teknosa,Çok güzel teşekkürler
5,Erva Teknoloji,Bizim çocuğa aldık bunun 14 dü çıkacak dedi beğenmedi biz çok beğendik teşekkür ederiz
5,Trendyol,İnanılmaz hızlı teslimat güvenilir
5,Trendyol,Canım telefonum
5,Ceptemax ,Kargo çok hızlıydı üründe kaliteli
5,Nasa İletişim,Çok güzel teşekkür ederim ☺️
5,Troy Apple Yetkili Satıcı,Troy. İphone. Baska birsey yazmaya gerek yok.
5,Trendyol,Harika kesinlikle tavsiye ederim 👍
5,Trendyol,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
5,Teknosa,Gönül rahatlığıyla alabilirsiniz :)
5,Erva Teknoloji,Eşim için hediye aldım. İstediği bir telefondu
5,Trendyol,Beğenerek kullanıyorum
5,Nasa İletişim,Çok güzel
5,BittiBitiyor,Harikaaa anlatmaya gerek yokkk
5,Trendyol,kargo çok hızlıydı tesekkurler
5,ES VİSİON,iPhone için söylenebilecek bir şey yok
5,TekCep,Çok hızlı elime ulaştı. Ürün mükemmel teşekkürler 🙏
5,Trendyol,Şarj performansı daha iyi olabilirdi ama yine de çok kaliteli bir telefon
5,Yirmidört,anlatmaya gerek bile yok
5,Trendyol,İphone 7 den geçtim ferrariye binmiş gibiyim
5,Nasa İletişim,Çok sevdim 😊
5,Nasa İletişim,"Çok güzel, çok beğendik"
5,Aksaray İletişim,Güvenilir ve kaliteli bir satıcı.
5,Trendyol,Gayet iyi görünüyor sorunsuz
5,Koycebine,Hızlı kargo güvenilir
5,Trendyol,muhteşem cihaz
5,Trendyol,Güvenilir sağlam bir şekilde geldi
5,IŞIKCELL SANAL,1 günde elime ulaştı teşekkürler🥰
5,Nasa İletişim,Ürünü anlatmaya gerek yok iphone 7 geçdim
5,IŞIKCELL SANAL,Güvenilir👍
5,Trendyol,hiç düşünmeden alabilirsiniz sapasağlam  elime ulasti
5,Trendyol,guzelbi ürün
5,KIVILCIM İLETİŞİM,güvenli alınır
5,TekCep,Gözü kapalı güvenerek alabilirsiniz. ❤️
5,Troy Apple Yetkili Satıcı,Hızlı teslimat hızlı kargo
5,Trendyol,Ürün sorunsuz elime ulaştı teşekkürler
5,Trendyol,Sorunsuz ürün
5,Kraft DTM,"Çok başarılı..verilen parayı kesinlikle hakediyor..kamera,görüntü kalitesi,ekran boyutu,uygulama kolaylığı,anlatacak o kadar çok şey varki.."
5,CEPTELEFONU.ONLİNE,İki günde ulaştı teşekkür ederim
5,Trendyol,Gayet güzel
5,Nasa İletişim,10 numara 5 yıldız güvenle alabilirsiniz.
5,Yirmidört,çok güzel gönül rahatlığıyla alabilirsiniz..
5,Nasa İletişim,çok iyi güzel tavsiye ediyorum
5,TekCep,güzel kaliteli
5,Trendyol,hızlı kargo teşekkürler
5,Troy Apple Yetkili Satıcı,Çok güzel geldi
5,Teknosa,Sağlam geldi kalitesini söylemeye gerek yok
5,CEPTELEFONU.ONLİNE,Hizli teslimat
5,CepteTek,Çok hızlı kargo
5,Troy Apple Yetkili Satıcı,sağlam ürün
5,BittiBitiyor,Beş yıldız ürün. Kaliteli Ambalaj.
5,Teknosa,çok güzel bir cihaz
4,TekCep,"iphone 7’den sonra elime büyük geldi ama güzel. Henüz detaylı kullanmadım ama genel olarak iphone işte aynı içerik, görüntü işte"
5,Nasa İletişim,Kurulumunu yaptım her şey olması gerektiği gibi seri numarasına be imei de baktım güvenle alabilirsiniz suanda memnunum
5,BittiBitiyor,Hızlı kargo süper
5,Nasa İletişim,Sorunsuz teslim aldım güvenebilirsiniz
5,Ümran Tİcaret ,Güvenerek alabilirsiniz paketlemede harikaydı
5,Trendyol,Bildiğimiz ürün
5,Teknosa,Gayet iyi :)
5,Teknosa,Hızlı elime ulaştı güvenilir çok sevdim telefonumu 💕
5,Teknosa,Mükemmel telefon güvenilir satıcı Teşekkürler Teknosa
5,Aksaray İletişim,Teslimat güzeldi
5,Yirmidört,"Apple kalitesi, net."
5,Teknosa,piyasaya göre uygun.
5,Trendyol,Sağlam geldi sorunsuz bir günde çok hızlıydı
5,Trendyol,Çok güzel 2 günde ulaştı:))
4,Trendyol,wifi çekmiyor iPhone 13 lerde
5,Trendyol,çok güzelllllll
5,Trendyol,Yıldız ışığı mükemmel
5,Trendyol,Dün aldım bugün geldi. 13 bambaşka bi güzellik. Kendime almıştım şimdi abime aldık sağol trendyol❤️❤️
5,Odak iletişim,Hızlı kargo piyasadan uyguna denk geldi teşekkürler..telefonu zaten bilir herkes apple kalitesi👍
5,Cepekspress,Gayet iyi hızlı kargo güvenilir satıcı
5,Nasa İletişim,çok hızlı geldi ve sorunsuz teşekkürler
5,mobilePlus,elime çok hızlı geldi. kutulamasi iyi idi. 3 haftadır kullanıyorum. fotoğraf çekimi ve İnternet hızı benim için önemli idi. beklentimi karsiliyor
5,Trendyol,Çok iyi en uygun fiyat
5,Trendyol,Aşırı kaliteli teşekkür ederim 🌸
5,Teknosa,Güzel sorunsuz geldi.
5,Trendyol,Tereddüt etmeden alabilirsiniz
5,Gelecek Bizde,Çokk çokkk uyguna aldım ❤️❤️
5,Gürgençler Apple Yetkili Satıcı,Çok hızlı ve kullanışlı🫶
5,Trendyol,Kargo hızlı ve özenliydi sorunsuz ulaştı
5,Nasa İletişim,Güvenilir satıcı piyasanın biraz altında bi fiyata aldım kargosu da hızlıydı
5,Erpa Holding,Teşekkür ederim
5,YÜKSELİŞ BİLİŞİM,Gayet güzel ıphone kalitesi sorunsuz kısa zamanda elime ulastı
5,BittiBitiyor,Apple kalitesi 1 günde teslimat teşekkür ederiz
5,Trendyol,İstenildiği gibi ✅
5,Cepekspress,Canım telefonum
5,CİN CİN ELEKTRONİK,Kutusundaki koruma bandını biz açtık .Sorunsuz şekilde ulaştı .Memnun kaldım.
5,erateknoloji,Çok beğendim .
5,Teknosa,Tesekkürler çok begendim❤️
5,Trendyol,Çok begendim tlf ve kargoda çok hızlıydı tşk ederim
5,Nasa İletişim,Tek kelime harika
5,Nasa İletişim,Apple yapıyor bu sporu
5,Trendyol,Iphone7’den geçtim bu bodrum katta 1+1’de otururken beşiktaşta 3+1 eve geçmeye benziyor.
5,BittiBitiyor,Hızlı kargo teşekkürler
4,Yirmidört,Gayet güzel geldi. Sıkıntısız kullanıyorum şuanda.
5,BittiBitiyor,iPhone anlatmaya gerek yok tartışılmaz
5,Kamer Online,Çok teşekkür ediyorum sağlam geldi
5,Trendyol,APPLE EN İYİ TELEFONU BENCE İYİ HİZMET HIZLI KARGO
5,Teknosa,Piyasadakilerden çok uygun fiyata aldık ürün sağlam temiz tskler
5,Teknosa,Satıcıya dikkat ederek aldım gayet memnunum
5,Troy Apple Yetkili Satıcı,Çok memnunum 1 ay oldu alalı herhangi bir sorun yaşamadım. Ben 22 bine aldım 10 gün sonra 27 bin oldu fiyatlar şaka gibi
5,EMİNSA TEKNOLOJİ ÜRÜNLERİ LTD ŞTİ,"Cep Telefonu işi yapan biri olarak, Suan Apple’de fiyat - performans olarak en mantıklı cihaz oldugunu düsünüyorum.."
5,Trendyol,ilk defa online olarak telefon aldım ama korktuğum gibi olmadı her şeyiyle mükemmel
5,Troy Apple Yetkili Satıcı,Sapasağlam elime ulaştı.
5,Troy Apple Yetkili Satıcı,"Apple kalitesi tartışılmaz, iyiki almışım almasaydım fiyat daha da yükselecekti"
5,BT Teknoloji,Sağlam geldi
5,BT Teknoloji,Harika gerçekten güzel 😉
5,Trendyol,Tam zamanında uygun fiyata aldım. Güvenilir satıcı hızlı kargo teşekkürler.
5,Trendyol,Teşekkürler
5,idefix,cok hizli ve guzel bir kargoydu
5,Trendyol,Canım telefonum iyi ki mart ayında 26 bine almışım seni 🩷🥹
5,Trendyol,mukemmel kalite
5,Trendyol,Sorunsuz şekilde elime ulaştı teşekkür ederim mükemmel bir telefon zarif ve güzel
5,Trendyol,Gayet başarılı paketleme ve kısa sürede teslimat
5,Global Store İletişim,Gercekten guzel bir telefon
5,Nasa İletişim,Telefonu internetten almaya epey tereddüt etmiştim ama güvenilir satıcı👍🏿 Rahatlıkla alabilirsiniz
5,BittiBitiyor,O kadar güzel ki…
5,Nasa İletişim,Cok hizli geldi. cok tesekkurler
5,Yirmidört,Mükemmel fotoğraf kalitesi
5,Trendyol,Gayet güzel 👍
5,Trendyol,Güvenilirr harika
5,mobiloom,Ambalaj güzeldi hızlı teslimat teşekkürler
5,Trendyol,Canım telefonum çok hızlı geldi sorunsuz çıktı şuan kullanıyorum çok güzel teşekkürler trendyol
5,KimSatar,Teşekkür ederim
5,Aksaray İletişim,Harika bir ürün
5,HIZLIALTEKNOLOJI,Kargo hızlı sorunsuz teslimat ürün zaten çok iyi
5,HEMENALLL,Beyazıda ayrı bir güzel
5,Nethouse,Yakıyor valla
4,Trendyol,Çok güzel güvenle alabilirsiniz
5,Troy Apple Yetkili Satıcı,hizli teslimat icin tesekkur ederim uzun zamandir bulamadigim telefona sayenizde kavustum
5,Trendyol,çok beğendik
5,Trendyol,Sıkıntısız güvenilir
5,Trendyol,Güvenilir güzel
5,Trendyol,sorunsuz ulaştı 👌🏻
5,Trendyol,Hızlı ve sorunsuz geldi
5,Trendyol,Büyük değil
5,Elisa Telekom,çok güzel telefon tavsiye ederim
5,Trendyol,Kaliteli bir telefon hızlı teslimat
5,CİN CİN ELEKTRONİK,Kesinlikle en iyisi her açıdan..
5,Trendyol,Tesekkürler
5,KimSatar,En iyi fiyat - sorunsuz ürün.Kasa yapısı ve renk olarak tam beklediğim gibi.Çok şık duruyor.
5,Gürgençler Apple Yetkili Satıcı,on numara ama gereksiz para
5,Gürgençler Apple Yetkili Satıcı,Fiyat performans ürünü mükemmel 👍🏻
5,EMİNSA TEKNOLOJİ ÜRÜNLERİ LTD ŞTİ,Mükemmel satıcı anında kargoladı
4,Ceptemax ,Bu telefonun ekranı neden sarı diye düşünmeyin araştırınca nedeni karşınıza çıkıyor
5,Nasa İletişim,Güzel ürün
5,Nasa İletişim,Rengi güzel kız arkadaşıma aldık fotoğrafları çok iyi
4,Trendyol,Sağlam geldi
5,Trendyol,Hayalimin telefonu çok güzel
5,Trendyol,Hızlı kargo sorunsuz geldi
5,Trendyol,Mükemmel telefon hızlı kargo teşekkürler
5,Trendyol,çok memnunum tavsiye ederim
5,Koycebine,"Bayıldım harika, iphone 5s’i hatırlattı tasarımı neredeyse aynı. Çok hızlı ve pratik. Haftasonuna denk geldiği için bir kaç gün bekledim ama sonunda kavuştuk😇"
5,Trendyol,Sorunsuz bir alışveriş oldu
5,Trendyol,Memnunum habire gelen zamlara rağmen…
5,Teknosa,Çok iyi ürün
5,Trendyol,Fazla söze gerek yok apple
5,Trendyol,Hızlı teslimat.Teşkkür ederiz 🙏
5,HIZLIALTEKNOLOJI,Türkiye deki en ucuz ürünü aldım. En az 2000 kar dayım satıcıya sevgiler
5,Nasa İletişim,piyasadan iyi fiyata aldım gayet güzel
5,Trendyol,Apple kalitesi anlatmaya gerek yok
5,Nasa İletişim,Çok memnunum 13 ü anlatmaya gerek yok canım telefonum iyi ki almışım
4,idefix,Satıcı çok geç göndermedi ama Yurtiçi Kargo yüzünden bir yıldız kırdım. Kargo şubeye gelmesine rağmen 3 günde tarafıma teslim edebildiler
5,Nasa İletişim,iPhone kalitesini sorgulamaya gerek bile yok. Gayet başarılı 👍🏻
5,Trendyol,Ürün güzel fakat tek sorunu telefon şarjdanken çok ısınıyor
5,CEPTELEFONU.ONLİNE,Anlatmaya gerek yok apple kalitesi
5,Teknosa,"Kaliteli, hızlı kargo ve Cok korunaklı geldi teşekkürler"
5,HIZLIALTEKNOLOJI,Ürünün yoruma ihtiyacı yok pahalı evet ama bunun nedenleri belli
5,IŞIKCELL SANAL,Güzel paketlenmiş ayrıca hızlı kargolama için teşekkür ediyorum
5,Trendyol,Hadi bana hayırlı olsun o zaman 📱
5,Nasa İletişim,hızlı teslimat
5,CEPTELEFONU.ONLİNE,Apple 😃 TSK trendyol
5,Erva Teknoloji,Sıfır kapalı kutu geldi. Ama şarz kablosu  kafası yok. Onu nerden temin edeceğiz
4,Netistasyon,Güzel ürün
5,Teknosa,On numara beş yıldız kalıteli güvenli  herkese tavsiye ediyorum
5,Trendyol,Ürünün kalitesi iyi zaten .Kargo hızlıydı sorunsuz geldi
5,BittiBitiyor,güvenli alışveriş
5,Nasa İletişim,Kaliteee markaaaa
5,SKY GSM KOZMETİK ÜRÜNLERİ,"Çok iyi , kullanışlı. Memnunum."
5,BittiBitiyor,Sağlam geldi teşekkürler
5,Trendyol,Sağlam geldi sorunsuz kurduk
5,Teknosa,Iphone 8’den geçiş yaptım. Şahane… 🌺
5,Nasa İletişim,"Telefon çok iyi. Tasarım çok güzel. Apple bu işi yapıyor. Eski iphone nu yenisine aktarmak çok kolay oldu. Modeme uzak odamda iphone x le wifi ye bağlanamazken, iphone 13 te wifi tam çekiyor. Son Apple zammı gelmeden alsam çok iyi olurdu ama trendyolun kampanya dönemiyle biraz olsun zararı azalttım."
5,Trendyol,Hızlı kargo
5,Trendyol,Güvenilir ve hızlı
5,Nasa İletişim,Tek kelime ile harika bayıldım iyi ki almışım 😍
4,Trendyol,Pahalanandan almıştım gayet güzel geldi orijinal 😎
5,Cepekspress,Memnun oldum güzel ürün
5,BittiBitiyor,Hızlı ve güvenli
4,Trendyol,Bilmiyorumki bu fiyata değer mi alışmaya calişiyorum androidden
4,Nasa İletişim,1 aydır kullanıyorum sıkıntısız bir süreç oldu.
5,Nasa İletişim,Gayet sorunsuz bir şekilde teslim edildi. Ve memnunum.
5,Trendyol,İlk Apple deneyimim ve ürün harika
5,Kaplanlarteknoloji,Parası olan için güzel
4,Trendyol,memunun kaldım almanızı tavsiye ederim
4,TURNUP,iPhone farkı kalitesi tartışılmaz zaten hiçbir sorun yaşamadım güvenerek alabilirsiniz 🦋
5,Ceptemax ,Kargo çok hızlıydı
5,Trendyol,Ürün çok güzel iphone sonuçta
5,Nasa İletişim,hızlı kargo iyi ürün
4,KimSatar,Almadan önce tereddüt ettim ama iyi ki almışım cuma günü sipariş verdim pazartesi günü elimde oldu cihaz gayet güzel
5,mobiloom,Güvenilir alışverişte son nokta TEENDYOL
4,EMİNSA TEKNOLOJİ ÜRÜNLERİ LTD ŞTİ,Süper çok begendm ama çok pahalı
5,Nethouse,Gayet kaliteli
5,Trendyol,34 bin di indirimdeyken aldim kusursuz
4,Trendyol,Güzel sorunsuz ulaştı elime teşekkürler
5,KimSatar,Süper ürün.
5,Trendyol,Teşekkürler 🙏
5,Teknosa,Ürün kusursuz şekilde ve hızlı elime ulaştı. Good 👍🏻
5,Trendyol,Sorunsuz ve hızlı bir şekilde geldi. Niceee
5,Trendyol,Çok güzel🦦
5,ElektronikFırsatı,Sorunsuz ulaştı güvenilir satıcı
5,Ceptemax ,ellerim küçük olduğu için bir tık büyük geliyor ama yine de memnunum.
5,Trendyol,iPhone ve Trendyol kalitesi tartışmasız parası olan almalı
5,Trendyol,Takipte olduğum bir üründü indirime girince aldım çok güzel çok beğendim
5,Odak iletişim,Hediyeler için teşekkürler
5,Trendyol,Ürünümden Şuan memnunum tavsiye ediyorum
5,Telefon burada,mükemmel ötesi 👏👏
5,Trendyol,Müthiş 🤩 apple kalitesi
5,Trendyol,Tam olarak istediğim gibi geldi harikaaa ama keşke yanında bir hediyede gönderseydiniz💖
5,E X E N,Tlf çok hızlı geldi satıcı firma çok ilgiliydi çok güzel teşekkür ediyorum
5,Trendyol,çok guzel  magzalara göre daha uygundu  aldimda
5,Trendyol,Mükemmel ötesi bir şey
5,NN Global,Uygun fiyata aldım çok memnunum
5,Trendyol,Şu ana kadar hep android telefon kullandım. Hayatımda ilk defa iPhone aldım. Firma hızlı bir şekilde ve güzel paketleyerek göndermiş. Onun dışında zaten iPhone övecek değilim burada sizlere. Çok memnun kaldım. Keşke önceden alsaymışım. 14 den pek bir farkı yok. O kadar fark verip 14 almayın. 13 yeterli gelecektir. Kredi çekip alabildim ne yazık ki ama pişman değilim.
5,Trendyol,👍👍👍 👍👍👍👍👍👍👍
4,Teknosa,kargolamaya biraz özen gösterilse daha iyi olurdu.
5,Trendyol,Çook güzel kutulaması iyiydi
5,Trendyol,hızlı teslimat
5,Trendyol,Çok güzel
5,Migros Kargo Operasyonu,Sorunsuz geldi apple dan şaşmam 👍
5,Nasa İletişim,Tesekkurler
5,Trendyol,Klasik apple
5,Nethouse,13 hemde inidirmde
5,Trendyol,Sağlam geldi tavsiye ederim
5,Trendyol,ıphone kalitesi mukemmel .hızlı kargo...
5,Trendyol,Çok iyi özenle hazırlanmış
5,Trendyol,Kargo hızlı ve apple kalitesi 🥰
5,Trendyol,Güzel telefon
5,BittiBitiyor,Güzel 👍 beğendim
5,Teknosa,çok hızlı geldi
5,Trendyol,Cihazı anlatmaya gerek yok. Beyaz rengin çok şık durduğunu düşünüyorum. İyi ki almışım
5,Trendyol,İphone kalitesi söz etmeye gerek yok diye düşünüyorum
5,Teknosa,Kaliteli ürün kesinlikle alınır
4,Cepekspress,Geldikten sonrada indirime girdi cok uzuldum
5,BittiBitiyor,Mükemmel bir telefon kusursuz geldi :)
5,Trendyol,Güzel telefon
5,Trendyol,cok memnunum cok sağlam geldi
5,MediaMarkt,Çok çok memnunum
5,TekCep,Başarılı beğendim
5,Cepekspress,Çok hızlı ulaştı
5,Trendyol,Apple kalitesi
5,Trendyol,Hızlı ve güvenli bir alışveriş
4,Trendyol,Güzel ürün çok teşekkürler.
5,Trendyol,Çok iyi çok hızlı mükemmel
5,Trendyol,fiyat performans urunu
5,Trendyol,Güzel beğendim
5,Trendyol,Mükemmel bir kalite tavsiye ederim
5,Trendyol,çok güzel canım telefonum🫶🏻
5,Trendyol,güzel ürün tavsiye ederim
5,CEPTELEFONU.ONLİNE,Apple kalitesi bee
5,Trendyol,Ben çok beğendim .Elime çok erken ulaştı
5,Teknosa,Beğendim.ö çok güzel foto çekiyor
5,Procell,sorunsuz elime ulaştı kargo çok hızlıydı teşekkürler ✨😌
5,Nasa İletişim,Çok güzel. 1 yıldır kullanıyorum sorunsuz çok iyi fotoda mavi kap kullandım
5,mobilePlus,Aldık çok memnun kaldık tşk ederim emeği geçen herkese
5,Trendyol,Gayet iyi ve başarılı
2,Nasa İletişim,Bu fiyata değmez
5,Trendyol,ilk defa iphone kullanacağım  ilk izlenimim daha once neden iphone almamisim diye sormadan edemiyorum kamerasi islemcisi gercekten cok iyi rahat 5 sene goturur
5,Trendyol,çok iyi akasma verdim sipariş sabaha kapımda oldu
5,Trendyol,Çok kaliteli
5,KimSatar,Ürün göründüğü gibi ve çok hızlı elime ulaştı. Hiçbir sorun yaşamadım.
5,CepteTek,Hızlı teslim için teşekkürler
5,Trendyol,Çok güzel
5,Trendyol,2 gün de elime ulaştı teşekkürler tam istediğimi gibi hersey original
5,Trendyol,İphone kalitesi ne denir ki
5,Trendyol,Apple değerlendirmeye gerek yok tartışması en iyi telefon zaten
5,Kraft DTM,Dayanamayıp denedim ikiside mükemmel çok beğendim ✨ hediyeniz için teşekkür ederim
5,Trendyol,Çok beğendim güvenle alınabilir
5,Teknosa,Teşekkür ederim satıcı kalitesi Teknosa
5,Nasa İletişim,Hızlı ve güzel kargo garanti AppStore olması ayrı güzel teşekkürler
5,Trendyol,Fiyatı gayet iyi çok memnunum telefoncular gereksiz pahalıya satıyo
5,Teknosa,Süper ıphone kalitesi iyi ki aldım
5,Trendyol,Çok kaliteli bir telefon androide geçtim çölde göl bulmuş Bedeviler gibiyim. Teşekkürler.
5,Teknosa,Çok güzel telefon
5,Yirmidört,teşekkürler 🤩 ilk çektiğim fotoğraf
5,Troy Apple Yetkili Satıcı,Ürünü eşime aldık memnun kaldık
5,Trendyol,Mis gibi ürün keşke pahalı olmasaydı
5,Trendyol,Telefon harika kusursuz tereddüt etmeden alın
5,Teknosa,ÇOK GÜZELLL
5,Trendyol,anlatmaya gerek yok
5,BTSTEKNOLOJI,Ürün kalitesi ve teslimatı başarılı .
5,Trendyol,İphone 13 kalitesi tartışılmaz
